date,AQI,PM2.5,PM10,NO2,SO2,CO,Ozone,fire_count,total_frp,mean_frp,max_frp,mean_wind_kmh,std_wind_kmh,total_frp_lag1,fire_count_lag1,mean_wind_lag1,fire_count_fw,total_frp_fw,weighted_frp_fw,mean_dist_km,min_dist_km,mean_bearing_deg,mean_wind_dir_deg,mean_wind_dir_cos,mean_wind_dir_sin,weighted_frp_lag1,fire_wind_ang_diff,fire_wind_alignment,fire_wind_alignment01,weighted_frp_aligned
2023-07-18,108,38.63,85.63,17.51,2.73,0.66,34.37,6.0,26.26,4.376666666666667,4.82,7.855555555555556,10.424684801380698,40.05,11.0,7.623611111111111,6.0,26.26,0.08970419527413415,299.49607458585035,247.92302122098576,137.28983173179688,,,,0.13266368934675293,,,,
2023-07-19,81,40.82,90.39,13.99,4.04,0.54,29.94,0.0,0.0,0.0,0.0,7.784722222222222,10.490259193648251,26.26,6.0,7.855555555555556,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.08970419527413415,,,,
2023-07-20,103,53.38,115.11,19.04,10.5,1.1,48.1,0.0,0.0,0.0,0.0,5.523611111111111,9.160670574131682,0.0,0.0,7.784722222222222,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
2023-07-21,125,56.25,141.47,38.29,17.18,0.76,38.59,0.0,0.0,0.0,0.0,11.3125,11.249144175485132,0.0,0.0,5.523611111111111,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
2023-07-22,108,42.61,98.1,29.04,16.83,0.55,29.92,0.0,0.0,0.0,0.0,11.804166666666667,10.859900049172374,0.0,0.0,11.3125,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
2023-07-23,79,36.79,80.63,27.25,16.63,0.46,30.16,0.0,0.0,0.0,0.0,11.595833333333331,11.000579449599485,0.0,0.0,11.804166666666667,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
2023-07-24,80,37.39,83.1,29.78,16.51,0.49,30.28,12.0,46.24,3.8533333333333335,5.89,11.616666666666667,10.949503696774286,0.0,0.0,11.595833333333331,12.0,46.24,0.3211824520513257,212.05519362876495,16.354977324776183,134.63329027845168,,,,0.0,,,,
2023-07-25,99,42.83,103.48,32.36,16.3,0.61,31.02,2.0,8.66,4.33,4.33,11.94375,11.061335886580093,46.24,12.0,11.616666666666667,2.0,8.66,0.03475173987049199,248.1961939782458,248.09927853507637,122.1871594085859,,,,0.3211824520513257,,,,
2023-07-26,70,33.28,68.32,29.16,15.98,0.61,29.54,0.0,0.0,0.0,0.0,12.764583333333333,11.051744631376671,8.66,2.0,11.94375,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.03475173987049199,,,,
2023-07-27,105,42.24,103.8,35.67,15.94,0.76,29.78,0.0,0.0,0.0,0.0,11.235416666666666,11.325164778911764,0.0,0.0,12.764583333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
2023-07-28,80,38.45,82.74,28.83,15.72,0.64,30.59,2.0,5.17,2.585,3.05,11.4125,11.17919087012286,0.0,0.0,11.235416666666666,2.0,5.17,0.018097744745889245,282.6408579301482,247.76261923166737,136.29601672292483,,,,0.0,,,,
2023-07-29,55,24.63,47.67,28.39,15.56,0.52,31.06,3.0,11.41,3.803333333333333,7.96,11.3,11.26959758763524,5.17,2.0,11.4125,3.0,11.41,0.07137682668287383,240.47861090874608,19.344195509226275,107.83277548940055,,,,0.018097744745889245,,,,
2023-07-30,60,26.99,66.07,23.48,15.51,0.4,30.63,8.0,6.13,0.76625,1.3,11.420833333333334,11.185342961354406,11.41,3.0,11.3,8.0,6.13,0.08972457485900041,145.66633133672116,27.50543078008568,94.22112205880524,,,,0.07137682668287383,,,,
2023-07-31,94,36.02,105.12,31.23,15.43,0.52,29.79,4.0,8.99,2.2475,3.28,11.285416666666665,11.259114314271972,6.13,8.0,11.420833333333334,4.0,8.99,0.036073592475511354,248.2287713156369,248.1176839169072,122.18006724813631,,,,0.08972457485900041,,,,
2023-08-01,88,28.74,96.92,50.23,15.36,0.38,30.67,12.0,43.33,3.610833333333333,11.67,11.2125,11.30606361507333,8.99,4.0,11.285416666666665,12.0,43.33,0.23413946526959076,190.36649849228436,41.1582098473109,142.05429056815427,,,,0.036073592475511354,,,,
2023-08-02,94,26.34,90.1,31.07,15.18,0.36,30.51,9.0,44.65,4.961111111111111,8.43,11.34375,11.202068696678593,43.33,12.0,11.2125,9.0,44.65,0.3253859770379448,165.1877502930738,41.48963068130982,126.17820631690887,,,,0.23413946526959076,,,,
2023-08-03,85,29.15,93.59,25.35,17.69,0.35,29.92,5.0,11.27,2.254,3.7,11.429166666666667,11.138641926717597,44.65,9.0,11.34375,5.0,11.27,0.04562355509631937,230.52573951013807,137.14224958899717,127.15959471908434,,,,0.3253859770379448,,,,
2023-08-04,96,29.34,87.98,26.31,19.08,0.37,27.78,2.0,2.87,1.435,1.77,11.239583333333334,11.29610626915185,11.27,5.0,11.429166666666667,2.0,2.87,0.06296737510666883,79.05519543723352,20.930713813753098,135.96964611780237,,,,0.04562355509631937,,,,
2023-08-05,73,27.45,72.29,34.25,14.14,0.55,31.76,0.0,0.0,0.0,0.0,11.264583333333333,11.289676881027832,2.87,2.0,11.239583333333334,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.06296737510666883,,,,
2023-08-06,83,29.25,95.13,28.46,13.56,0.41,30.53,1.0,2.49,2.49,2.49,11.291666666666666,11.262890172396292,0.0,0.0,11.264583333333333,1.0,2.49,0.010007462275556671,247.81432789228202,247.81432789228202,122.26504841635119,,,,0.0,,,,
2023-08-07,104,33.46,120.35,25.3,14.55,0.32,30.15,0.0,0.0,0.0,0.0,11.275,11.295216460680026,2.49,1.0,11.291666666666666,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.010007462275556671,,,,
2023-08-08,124,36.64,138.73,26.09,16.3,0.33,30.08,4.0,8.31,2.0775,3.64,11.302083333333334,11.278061731451894,0.0,0.0,11.275,4.0,8.31,0.06951235079059903,150.32481575095034,17.59644861996081,118.85550626705788,,,,0.0,,,,
2023-08-09,127,40.83,147.91,26.31,23.43,0.37,30.36,5.0,24.37,4.874,9.65,11.302083333333334,11.27645805231739,8.31,4.0,11.302083333333334,5.0,24.369999999999997,0.11218550076434121,211.72231966168837,137.19331761600577,132.2511745799767,,,,0.06951235079059903,,,,
2023-08-10,137,39.45,139.04,29.01,21.34,0.39,30.48,0.0,0.0,0.0,0.0,11.270833333333334,11.28212591882518,24.37,5.0,11.302083333333334,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.11218550076434121,,,,
2023-08-11,124,40.58,144.95,26.44,19.96,0.37,32.16,5.0,23.45,4.69,10.3,10.510416666666666,11.11681187237032,0.0,0.0,11.270833333333334,5.0,23.45,0.0821127168800766,252.1008357543723,74.85358945480425,134.23137664521323,,,,0.0,,,,
2023-08-12,128,38.53,143.33,23.18,19.84,0.32,32.59,3.0,6.12,2.04,4.86,10.822916666666666,11.242628593662406,23.45,5.0,10.510416666666666,3.0,6.12,0.022970403975812133,227.3090740452112,74.48777256642533,132.40440658309433,,,,0.0821127168800766,,,,
2023-08-13,119,34.1,116.78,22.18,19.76,0.34,32.62,2.0,7.73,3.865,4.17,11.00625,11.11903497745138,6.12,3.0,10.822916666666666,2.0,7.73,0.03104492294406789,248.0049414766853,247.86743222696697,122.18615834514446,,,,0.022970403975812133,,,,
2023-08-14,112,32.64,115.39,34.87,19.79,0.46,32.34,3.0,9.48,3.16,6.57,10.2375,10.902949532609892,7.73,2.0,11.00625,3.0,9.48,0.03341017166656573,281.50956236688734,248.27214284607624,127.23669583458195,,,,0.03104492294406789,,,,
2023-08-15,94,31.18,83.38,35.54,19.56,0.58,31.71,4.0,12.92,3.23,3.69,9.2,10.49638235551618,9.48,3.0,10.2375,4.0,12.92,0.3343105338706016,132.93968732770105,16.118615564139628,138.17117952058294,,,,0.03341017166656573,,,,
2023-08-16,63,35.68,115.67,43.32,19.71,0.69,25.42,4.0,9.24,2.31,3.1,9.638297872340424,10.910396979815594,12.92,4.0,9.2,4.0,9.24,0.15129381457185168,139.5822613657828,27.754086736168897,137.17008494092624,,,,0.3343105338706016,,,,
2023-08-17,68,41.03,143.77,31.19,19.7,0.4,18.67,4.0,12.35,3.0875,3.56,8.714583333333334,10.329239422955476,9.24,4.0,9.638297872340424,4.0,12.35,0.10222448332650365,120.92145491721902,104.25264835482652,143.2332854210623,,,,0.15129381457185168,,,,
2023-08-18,140,45.93,170.92,30.83,19.69,0.4,19.17,2.0,7.130000000000001,3.5650000000000004,3.7,8.956249999999999,10.220461459582364,12.35,4.0,8.714583333333334,2.0,7.130000000000001,0.028622864082108325,248.09746601168132,247.98817717731205,122.22151479739375,,,,0.10222448332650365,,,,
2023-08-19,111,39.61,103.19,38.39,19.49,0.63,19.69,2.0,1.16,0.5800000000000001,0.93,8.69375,10.23854640302072,7.130000000000001,2.0,8.956249999999999,2.0,1.1600000000000001,0.003988133319733907,275.3080433123444,248.21281490121666,165.2848280963775,,,,0.028622864082108325,,,,
2023-08-20,90,34.33,79.69,37.0,19.75,0.6,19.63,1.0,3.84,3.84,3.84,8.238297872340425,10.571507094883362,1.16,2.0,8.69375,1.0,3.84,0.25610222507037106,13.994012640635415,13.994012640635415,86.87284148525839,,,,0.003988133319733907,,,,
2023-08-21,77,30.02,86.38,34.8,19.86,0.58,19.26,5.0,29.64,5.928,10.21,7.541666666666667,9.819560013831996,3.84,1.0,8.238297872340425,5.0,29.64,0.0775500469252971,381.20690808046436,379.8510942886062,107.0779721031762,,,,0.25610222507037106,,,,
2023-08-22,86,29.66,85.73,26.72,20.11,0.57,19.26,1.0,4.87,4.87,4.87,6.76875,8.828198443961115,29.64,5.0,7.541666666666667,1.0,4.87,0.019569909238746384,247.8514351593367,247.8514351593367,122.15985199430781,,,,0.0775500469252971,,,,
2023-08-23,65,25.07,65.15,32.9,19.35,0.68,18.36,0.0,0.0,0.0,0.0,7.216666666666666,8.815130448421908,4.87,1.0,6.76875,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.019569909238746384,,,,
2023-08-24,87,32.52,109.25,25.51,18.58,0.49,41.26,1.0,3.71,3.71,3.71,7.477083333333333,9.277523504464243,0.0,0.0,7.216666666666666,1.0,3.71,0.014897956873958973,248.02743586839952,248.02743586839952,122.16821159164147,,,,0.0,,,,
2023-08-25,115,37.9,133.3,18.93,18.61,0.37,57.03,7.0,17.060000000000002,2.4371428571428573,3.74,7.418749999999999,9.641127687418438,3.71,1.0,7.477083333333333,7.0,17.060000000000002,0.2744957054882908,189.91079022575127,14.196028291741321,147.30984893123986,,,,0.014897956873958973,,,,
2023-08-26,158,48.82,193.47,19.24,18.75,0.37,58.08,3.0,2.29,0.7633333333333333,1.31,5.9125000000000005,8.978902577117188,17.060000000000002,7.0,7.418749999999999,3.0,2.29,0.021255962552605784,288.7651369844701,41.7196272466764,108.80924564617038,,,,0.2744957054882908,,,,
2023-08-27,186,54.27,211.46,14.94,18.75,0.32,57.6,1.0,0.32,0.32,0.32,7.904166666666666,10.076620472253778,2.29,3.0,5.9125000000000005,1.0,0.32,0.0005724095984440234,558.0402412360896,558.0402412360896,157.37365409661447,,,,0.021255962552605784,,,,
2023-08-28,150,48.52,192.15,20.18,18.74,0.38,47.51,2.0,2.58,1.29,1.89,6.083333333333333,8.637211265201074,0.32,1.0,7.904166666666666,2.0,2.58,0.010003239347762195,266.3902846626271,248.07092100145715,135.9840692660681,,,,0.0005724095984440234,,,,
2023-08-29,150,45.46,170.27,20.71,18.73,0.4,26.73,3.0,3.5,1.1666666666666667,1.86,7.852083333333333,10.441325211060164,2.58,2.0,6.083333333333333,3.0,3.5,0.013676600789082703,260.21862785295315,247.87669702872637,132.86041232976413,,,,0.010003239347762195,,,,
2023-08-30,148,41.92,156.7,21.7,18.72,0.48,9.59,8.0,11.89,1.48625,3.74,7.09375,9.581640383922188,3.5,3.0,7.852083333333333,8.0,11.89,0.34050094127790426,185.62739312101223,12.3419621346423,152.0908031883239,,,,0.013676600789082703,,,,
2023-08-31,137,49.55,158.37,15.03,18.97,0.5,26.31,1.0,1.27,1.27,1.27,6.875,9.468458276174616,11.89,8.0,7.09375,1.0,1.27,0.006603327182775856,191.32728666128688,191.32728666128688,190.03678569705107,,,,0.34050094127790426,,,,
2023-09-01,140,43.0,157.52,25.79,18.87,0.43,37.99,3.0,5.38,1.7933333333333332,4.01,8.254166666666666,10.209527430523412,1.27,1.0,6.875,3.0,5.38,0.015728315575632,295.93967032099846,248.59923412645892,167.25747432278638,,,,0.006603327182775856,,,,
2023-09-02,131,41.75,150.09,19.61,18.97,0.39,41.76,5.0,12.97,2.5940000000000003,5.5,7.96875,10.218093177862947,5.38,3.0,8.254166666666666,5.0,12.97,0.09013082688680162,170.45556076974898,81.32248009375216,147.98987083097632,,,,0.015728315575632,,,,
2023-09-03,137,41.35,158.99,24.2,18.96,0.41,42.29,6.0,13.61,2.268333333333333,3.71,9.363829787234042,10.28541444139551,12.97,5.0,7.96875,6.0,13.61,0.2772434897367345,193.56657271071387,12.249155428497719,118.75370322805003,,,,0.09013082688680162,,,,
2023-09-04,143,43.92,158.08,25.05,18.96,0.43,44.72,9.0,28.5,3.1666666666666665,8.81,7.260416666666667,9.973533904594664,13.61,6.0,9.363829787234042,9.0,28.5,0.24344294577380712,163.18330125543773,16.117081042643797,167.12133825202181,,,,0.2772434897367345,,,,
2023-09-05,103,33.91,105.78,22.64,19.07,0.49,63.02,18.0,39.4,2.1888888888888887,4.4,9.35,10.50464942653814,28.5,9.0,7.260416666666667,18.0,39.4,0.6028337640865276,160.936145323779,5.798393193989007,135.25367892040958,,,,0.24344294577380712,,,,
2023-09-06,112,35.52,115.27,44.79,19.12,0.7,54.67,4.0,14.13,3.5325,6.15,6.58125,9.134425327508556,39.4,18.0,9.35,4.0,14.13,0.052030373725686085,280.4227358881137,165.00002193208482,133.72432747514142,,,,0.6028337640865276,,,,
2023-09-07,99,28.59,96.11,31.13,19.16,0.6,53.47,10.0,41.67,4.167,10.03,10.383333333333333,11.02267167161128,14.13,4.0,6.58125,10.0,41.67,0.22971150459239334,194.1323024176509,62.563353484360356,133.7580364000235,,,,0.052030373725686085,,,,
2023-09-08,76,21.6,66.25,30.29,19.27,0.59,44.78,6.0,16.45,2.7416666666666667,5.34,9.564583333333331,11.015047533402686,41.67,10.0,10.383333333333333,6.0,16.45,0.0962560932366109,222.03273018648625,116.53979489257719,159.06351794928355,,,,0.22971150459239334,,,,
2023-09-09,36,8.96,22.01,9.82,19.04,0.36,34.3,2.0,9.58,4.79,4.79,10.020833333333334,10.882055467864229,16.45,6.0,9.564583333333331,2.0,9.58,0.03847432424019631,247.99740577475126,247.78570920570053,122.17369547041841,,,,0.0962560932366109,,,,
2023-09-10,34,4.55,9.69,5.14,18.97,0.32,33.06,6.0,20.5,3.4166666666666665,6.71,9.195833333333333,10.83471486008242,9.58,2.0,10.020833333333334,6.0,20.5,0.14079739982812414,220.17924111712344,10.688753064498195,139.03514343751374,,,,0.03847432424019631,,,,
2023-09-11,42,17.77,49.07,25.09,19.18,0.53,42.76,9.0,17.09,1.8988888888888888,3.41,9.54375,11.0057220368857,20.5,6.0,9.195833333333333,9.0,17.09,0.20746805830052947,155.67140938577415,27.577147746843305,145.2276239471392,,,,0.14079739982812414,,,,
2023-09-12,83,27.45,86.11,46.77,19.75,0.86,46.98,10.0,51.37,5.137,8.5,10.970833333333331,11.140418234506113,17.09,9.0,9.54375,10.0,51.37,0.23128950099041376,237.20127508686383,95.54933777024584,134.4784623426898,,,,0.20746805830052947,,,,
2023-09-13,84,34.61,113.58,50.84,20.14,0.94,65.99,8.0,21.42,2.6775,4.41,8.291666666666666,10.10362971081845,51.37,10.0,10.970833333333331,8.0,21.42,0.12550650604779245,217.30312350896992,96.57739332117114,148.26914635700473,,,,0.23128950099041376,,,,
2023-09-14,104,33.82,101.62,47.74,20.25,0.88,64.67,4.0,12.85,3.2125,5.77,9.15,10.391096843789938,21.42,8.0,8.291666666666666,4.0,12.85,0.04187452832302247,304.1987808735921,248.22195645040964,143.0215226631375,,,,0.12550650604779245,,,,
2023-09-15,76,22.74,63.34,25.52,20.06,0.62,53.99,5.0,7.16,1.432,3.44,6.820833333333333,8.959719750873036,12.85,4.0,9.15,5.0,7.16,0.20762911174443838,63.25083929518553,6.093344908630545,159.86915746684872,,,,0.04187452832302247,,,,
2023-09-16,70,22.31,54.13,18.47,19.33,0.61,44.78,8.0,20.87,2.60875,4.1,5.575,7.509752524465995,7.16,5.0,6.820833333333333,8.0,20.869999999999997,0.08885115806202461,287.71766605390343,109.20790696649718,135.0053921469613,,,,0.20762911174443838,,,,
2023-09-17,42,19.48,48.5,17.27,18.78,0.5,42.02,6.0,14.45,2.4083333333333337,4.23,5.060416666666667,7.193310710071629,20.87,8.0,5.575,6.0,14.450000000000001,0.4151218325961581,145.28469462389546,20.212850557711214,213.9236187650341,,,,0.08885115806202461,,,,
2023-09-18,48,16.52,45.2,22.01,18.85,0.51,36.58,0.0,0.0,0.0,0.0,3.3842808656234324,5.226598589918819,14.45,6.0,5.060416666666667,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.4151218325961581,,,,
2023-09-19,48,18.45,58.76,31.49,18.98,0.59,40.67,1.0,1.6,1.6,1.6,3.3842808656234324,5.226598589918819,0.0,0.0,3.3842808656234324,1.0,1.6,0.05597637217851486,27.583488670852457,27.583488670852457,118.25985894573324,,,,0.0,,,,
2023-09-20,83,29.74,97.33,30.28,19.12,0.75,56.04,3.0,6.57,2.19,3.03,3.3842808656234324,5.226598589918819,1.6,1.0,3.3842808656234324,3.0,6.57,0.03564779957262053,226.0526651787239,137.22018147542303,121.90858364837862,,,,0.05597637217851486,,,,
2023-09-21,103,35.42,108.59,29.36,19.18,0.64,61.19,14.0,44.81,3.200714285714286,6.28,3.3842808656234324,5.226598589918819,6.57,3.0,3.3842808656234324,14.0,44.81,0.3560599220423077,181.27594880226755,14.307502907046793,160.27928130676798,,,,0.03564779957262053,,,,
2023-09-22,102,40.27,109.3,28.37,19.5,0.67,64.54,10.0,26.25,2.625,6.57,3.3842808656234324,5.226598589918819,44.81,14.0,3.3842808656234324,10.0,26.25,0.4583753316360903,174.40142841607405,7.167885885041172,150.92559224474485,,,,0.3560599220423077,,,,
2023-09-23,92,27.91,84.43,28.2,19.09,0.74,57.82,2.0,6.54,3.27,5.22,3.3842808656234324,5.226598589918819,26.25,10.0,3.3842808656234324,2.0,6.54,0.052448504368291515,112.714281817724,87.1013468277477,114.54306476939513,,,,0.4583753316360903,,,,
2023-09-24,106,40.25,122.12,28.2,19.27,0.98,52.99,5.0,3.57,0.714,1.04,3.3842808656234324,5.226598589918819,6.54,2.0,3.3842808656234324,5.0,3.57,0.018146588524213258,228.57763661327976,89.33082557396565,165.32445458713426,,,,0.052448504368291515,,,,
2023-09-25,103,41.91,129.0,28.2,19.36,0.76,71.91,5.0,6.79,1.358,1.81,3.3842808656234324,5.226598589918819,3.57,5.0,3.3842808656234324,5.0,6.79,0.09613098069412779,161.40865009874855,17.55018372813629,150.77564455221386,,,,0.018146588524213258,,,,
2023-09-26,128,48.27,139.56,28.26,19.3,0.69,76.92,34.0,160.13,4.709705882352941,9.93,3.3842808656234324,5.226598589918819,6.79,5.0,3.3842808656234324,34.0,160.13,0.6627372296936718,324.2502216670141,17.860130903182704,155.7569468571096,,,,0.09613098069412779,,,,
2023-09-27,111,39.5,123.55,28.34,19.14,0.59,60.1,57.0,250.65,4.397368421052632,21.08,3.3842808656234324,5.226598589918819,160.13,34.0,3.3842808656234324,57.0,250.65,1.6197869791839226,254.1264904157498,12.842135226643762,156.9276899181417,,,,0.6627372296936718,,,,
2023-09-28,130,46.77,149.57,28.55,19.19,0.69,62.33,42.0,178.83,4.257857142857144,8.16,4.482258064516128,8.028852156361106,250.65,57.0,3.3842808656234324,42.0,178.83,0.7675036578406413,309.80217333710755,61.97480462032122,150.04971171109742,,,,1.6197869791839226,,,,
2023-09-29,141,50.42,158.75,28.12,19.44,0.69,70.26,47.0,215.77,4.590851063829788,12.3,3.7478873239436616,8.1955015388222,178.83,42.0,4.482258064516128,47.0,215.77,0.8248258796159418,336.7121598111483,27.490347497890774,150.12629253434102,,,,0.7675036578406413,,,,
2023-09-30,145,51.66,162.72,28.15,19.47,0.67,70.28,0.0,0.0,0.0,0.0,3.5549295774647884,7.685882953876157,215.77,47.0,3.7478873239436616,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.8248258796159418,,,,
2023-10-01,140,52.35,164.61,28.14,19.29,0.65,70.11,3.0,1.97,0.6566666666666667,0.8,3.929577464788733,8.219704450129873,0.0,0.0,3.5549295774647884,3.0,1.9700000000000002,0.004930415632008592,427.1873079467812,248.01632006638548,153.0825758842874,,,,0.0,,,,
2023-10-02,135,49.14,147.68,28.03,19.22,0.64,59.7,209.0,877.92,4.200574162679426,26.79,2.1028169014084503,5.867171911357682,1.97,3.0,3.929577464788733,209.0,877.92,4.169904737453944,295.9854687658219,8.760853608356655,151.29049510348852,,,,0.004930415632008592,,,,
2023-10-03,157,80.25,190.5,28.04,19.25,0.67,59.41,105.0,598.93,5.704095238095237,38.25,3.835211267605634,8.146569805604411,877.92,209.0,2.1028169014084503,105.0,598.93,2.5224864933682034,284.0462049298822,10.982530336489948,145.20849171907366,,,,4.169904737453944,,,,
2023-10-04,178,67.47,213.4,27.98,19.32,0.71,76.76,90.0,517.08,5.745333333333334,19.67,3.90281690140845,8.109764340965523,598.93,105.0,3.835211267605634,90.0,517.08,2.485183545257109,295.246528759362,12.57036119251747,146.43280959246027,,,,2.5224864933682034,,,,
2023-10-05,171,62.15,202.03,28.15,19.48,0.84,73.09,138.0,635.71,4.606594202898551,16.42,3.914084507042253,8.191150203109414,517.08,90.0,3.90281690140845,138.0,635.71,2.218483736357262,318.99900400027894,46.40527167968662,147.5571081028537,,,,2.485183545257109,,,,
2023-10-06,192,77.25,243.12,28.33,19.49,1.14,65.62,147.0,708.08,4.81687074829932,18.6,2.9845070422535214,7.09562537035167,635.71,138.0,3.914084507042253,147.0,708.08,3.6845730257878753,286.83736143189867,6.0343785498993885,145.38341422408428,,,,2.218483736357262,,,,
2023-10-07,215,49.3,237.25,28.03,19.79,1.35,64.24,197.0,773.05,3.924111675126903,16.29,4.792957746478874,8.965829161618682,708.08,147.0,2.9845070422535214,197.0,773.05,3.785682537647304,279.46985390381974,10.844803048117218,149.12750991626064,,,,3.6845730257878753,,,,
2023-10-08,178,54.65,199.79,28.07,19.77,0.97,63.94,232.0,1115.16,4.806724137931035,25.06,5.257746478873239,9.338976113530569,773.05,197.0,4.792957746478874,232.0,1115.16,6.024038412593831,238.49124460198124,17.630259204298504,149.86885813798943,,,,3.785682537647304,,,,
2023-10-09,170,58.12,215.52,28.23,19.87,1.03,63.36,64.0,295.98,4.6246875,21.53,5.635211267605634,9.531737940638846,1115.16,232.0,5.257746478873239,64.0,295.98,1.5863238102870052,203.37601754030277,46.89593976339458,144.9560068074868,,,,6.024038412593831,,,,
2023-10-10,205,76.83,249.3,28.16,21.35,1.13,45.64,30.0,155.1,5.17,12.77,3.440845070422535,7.773629001121838,295.98,64.0,5.635211267605634,30.0,155.1,1.1284941837951201,169.32119600141561,35.56573319613066,134.04607138427468,,,,1.5863238102870052,,,,
2023-10-11,176,61.42,182.46,28.23,21.72,0.62,17.97,98.0,504.48,5.147755102040817,15.1,3.895774647887324,8.431953453038341,155.1,30.0,3.440845070422535,98.0,504.48,2.902210437106616,215.64188240579202,5.862042294132115,145.77204681051398,,,,1.1284941837951201,,,,
2023-10-12,210,94.16,260.3,27.8,22.43,0.84,24.91,200.0,955.69,4.77845,24.63,2.945070422535211,7.489779488121403,504.48,98.0,3.895774647887324,200.0,955.69,7.282853159536716,215.02500452745196,9.696376610525368,146.29257022831075,,,,2.902210437106616,,,,
2023-10-13,283,117.87,342.32,186.28,23.87,1.05,35.52,273.0,1221.81,4.475494505494505,36.29,0.0723404255319149,0.1996759632173374,955.69,200.0,2.945070422535211,273.0,1221.81,6.4147764664435565,235.8195635537589,6.189776985136008,145.0305152584474,,,,7.282853159536716,,,,
2023-10-14,340,79.68,278.84,405.7,22.59,0.87,16.03,160.0,920.35,5.7521875,64.82,2.7901408450704226,7.068444058521699,1221.81,273.0,0.0723404255319149,160.0,920.35,4.719157854310468,217.465975196425,37.09248901377672,147.50599565369794,,,,6.4147764664435565,,,,
2023-10-15,414,65.83,234.15,433.98,21.84,0.73,15.81,109.0,473.63,4.345229357798165,10.16,3.4619718309859158,7.660648353709702,920.35,160.0,2.7901408450704226,109.0,473.63,3.7200431005432564,160.48367271241617,9.732792475927804,144.72537097966972,,,,4.719157854310468,,,,
2023-10-16,403,47.14,171.28,273.28,20.99,0.5,9.9,4.0,5.03,1.2575,1.77,1.3647887323943662,4.5502307191598,473.63,109.0,3.4619718309859158,4.0,5.03,0.06415329280638346,95.24429297586337,47.639090665859456,151.44684131071193,,,,3.7200431005432564,,,,
2023-10-17,65,34.86,82.86,54.22,20.09,0.47,6.3,12.0,12.37,1.0308333333333335,5.07,0.956338028169014,3.738515075510452,5.03,4.0,1.3647887323943662,12.0,12.370000000000001,0.4702196550377061,103.66989587248794,15.175864043505197,140.9265944227286,,,,0.06415329280638346,,,,
2023-10-18,106,33.47,100.45,71.6,21.29,0.44,5.47,167.0,654.65,3.920059880239521,20.26,2.007042253521127,6.255701946308364,12.37,12.0,0.956338028169014,167.0,654.65,2.502139427384581,322.3633756278706,59.86678981151009,93.17913996146922,,,,0.4702196550377061,,,,
2023-10-19,99,39.55,115.45,54.33,20.38,0.46,10.73,92.0,512.6,5.571739130434783,39.75,2.3142857142857145,6.747243897106383,654.65,167.0,2.007042253521127,92.0,512.6,3.2513616014086355,194.5298381613109,14.953151026334568,138.58922800371124,,,,2.502139427384581,,,,
2023-10-20,159,58.73,179.71,45.91,19.83,0.66,14.48,120.0,576.14,4.801166666666666,13.32,2.363380281690141,6.694117661619463,512.6,92.0,2.3142857142857145,120.0,576.14,2.8136008840440616,255.55111459536846,34.04340494366437,137.88783055598446,,,,3.2513616014086355,,,,
2023-10-21,159,78.96,236.51,42.05,20.0,0.88,11.34,207.0,984.71,4.757053140096619,23.21,2.9577464788732395,7.473355757467055,576.14,120.0,2.363380281690141,207.0,984.71,4.963061115625323,259.0912485586463,61.70168613564785,141.6885072799447,,,,2.8136008840440616,,,,
2023-10-22,219,90.63,235.77,37.96,20.2,1.08,18.44,86.0,425.2,4.944186046511628,24.98,1.7563380281690142,5.741894470701815,984.71,207.0,2.9577464788732395,86.0,425.2,2.7875315919103776,188.7553084799646,16.105831946248152,137.5327291832371,,,,4.963061115625323,,,,
2023-10-23,193,78.33,217.91,26.18,20.11,0.85,15.02,369.0,1574.68,4.267425474254742,27.09,2.329577464788732,6.689958239592001,425.2,86.0,1.7563380281690142,369.0,1574.68,7.355256456308548,267.3823712609315,6.025143819200169,145.32400622725424,,,,2.7875315919103776,,,,
2023-10-24,157,55.32,185.48,13.61,20.11,0.66,15.61,533.0,2720.61,5.104333958724203,36.73,3.2070422535211267,7.836222193737089,1574.68,369.0,2.329577464788732,533.0,2720.61,12.436973255600494,253.1771581024596,26.630826915182748,145.9380018433228,,,,7.355256456308548,,,,
2023-10-25,171,68.92,231.22,14.85,20.19,0.76,20.7,251.0,1612.85,6.425697211155378,33.44,3.0507042253521126,7.463183411912041,2720.61,533.0,3.2070422535211267,251.0,1612.85,6.775723260089824,254.44847522583083,62.5070090910234,144.67452935538262,,,,12.436973255600494,,,,
